case_id,par,relacion,detectada,anotada,razon,proposicion_a,proposicion_b
CASE-MX-001,CASE-MX-001-P6 <-> CASE-MX-001-P7,SUPPORTS,False,False,La confesión policial (A) es prueba de los actos de tortura (B) alegados por la defensa.,La persona acusada no contó con asistencia de defensa durante la confesión policial ante una persona defensora.,La persona acusada alegó actos de tortura.
CASE-MX-001,CASE-MX-001-P6 <-> CASE-MX-001-P8,SUPPORTS,False,False,La falta de asistencia de defensa durante la confesión policial (A) hace más creíble la negativa del tribunal al amparo (B).,La persona acusada no contó con asistencia de defensa durante la confesión policial ante una persona defensora.,El tribunal negó el amparo.
CASE-MX-001,CASE-MX-001-P7 <-> CASE-MX-001-P8,SUPPORTS,False,False,"La defensa afirmó actos de tortura, pero el tribunal negó el amparo, lo que hace más creíble la primera afirmación.",La persona acusada alegó actos de tortura.,El tribunal negó el amparo.
CASE-MX-002,CASE-MX-002-P1 <-> CASE-MX-002-P2,SUPPORTS,False,False,"La persona que disparó es identificada como la víctima en la segunda proposición, lo que hace más creíble la primera.",La víctima llegó a el bar.,La persona que disparó disparó contra la víctima.
CASE-MX-002,CASE-MX-002-P1 <-> CASE-MX-002-P3,COMPATIBLE_WITH,False,False,"Ambas ocurren en el mismo caso, pero en momentos distintos y hablan de cosas distintas.",La víctima llegó a el bar.,El testigo de referencia rindió una declaración ante el Ministerio Público.
CASE-MX-002,CASE-MX-002-P1 <-> CASE-MX-002-P4,COMPATIBLE_WITH,False,False,"Ambas ocurren en el mismo caso, pero en momentos distintos.",La víctima llegó a el bar.,El testigo de referencia no compareció personalmente en el juicio.
CASE-MX-002,CASE-MX-002-P1 <-> CASE-MX-002-P5,INSUFFICIENT_FOR,False,False,La prueba principal no es evidencia de que la víctima llegó al bar.,La víctima llegó a el bar.,El tribunal utilizó como prueba principal p3.
CASE-MX-002,CASE-MX-002-P1 <-> CASE-MX-002-P6,COMPATIBLE_WITH,False,False,"Ambas se refieren a eventos distintos en el mismo caso, sin contradicción aparente.",La víctima llegó a el bar.,La persona acusada cuestionó immediacy and contradiction.
CASE-MX-002,CASE-MX-002-P1 <-> CASE-MX-002-P7,SUPPORTS,False,False,La negación del amparo por el tribunal hace más creíble la llegada de la víctima al bar.,La víctima llegó a el bar.,El tribunal negó el amparo.
CASE-MX-002,CASE-MX-002-P2 <-> CASE-MX-002-P3,COMPATIBLE_WITH,False,False,"Ambas son hechos del mismo caso, pero no se relacionan directamente, ya que una es una narrativa judicial y la otra es un hecho procedimental.",La persona que disparó disparó contra la víctima.,El testigo de referencia rindió una declaración ante el Ministerio Público.
CASE-MX-002,CASE-MX-002-P2 <-> CASE-MX-002-P4,COMPATIBLE_WITH,False,False,"Ambas son hechos del mismo caso, pero no se relacionan directamente ni contradicen entre sí.",La persona que disparó disparó contra la víctima.,El testigo de referencia no compareció personalmente en el juicio.
CASE-MX-002,CASE-MX-002-P2 <-> CASE-MX-002-P5,SUPPORTS,False,False,La proposición A hace más creíble a la proposición B al indicar que la persona que disparó fue la misma que utilizó como prueba principal p3.,La persona que disparó disparó contra la víctima.,El tribunal utilizó como prueba principal p3.
CASE-MX-002,CASE-MX-002-P2 <-> CASE-MX-002-P6,SUPPORTS,False,False,"La persona acusada cuestionó la inmediacia y contradicción de la acción del disparo, lo que hace más creíble la versión de que la persona disparó contra la víctima.",La persona que disparó disparó contra la víctima.,La persona acusada cuestionó immediacy and contradiction.
CASE-MX-002,CASE-MX-002-P2 <-> CASE-MX-002-P7,SUPPORTS,False,False,La negación del amparo por el tribunal hace más creíble la responsabilidad del disparo.,La persona que disparó disparó contra la víctima.,El tribunal negó el amparo.
CASE-MX-002,CASE-MX-002-P3 <-> CASE-MX-002-P4,SUPPORTS,False,True,La declaración del testigo es probante de que no compareció en el juicio.,El testigo de referencia rindió una declaración ante el Ministerio Público.,El testigo de referencia no compareció personalmente en el juicio.
CASE-MX-002,CASE-MX-002-P3 <-> CASE-MX-002-P5,SUPPORTS,False,False,La declaración del testigo es la prueba que respalda la decisión del tribunal.,El testigo de referencia rindió una declaración ante el Ministerio Público.,El tribunal utilizó como prueba principal p3.
CASE-MX-002,CASE-MX-002-P3 <-> CASE-MX-002-P6,COMPATIBLE_WITH,False,False,"La declaración del testigo no contradice ni respalda la cuestión de la acusada, sino que son hechos distintos que pueden coexistir en el mismo caso.",El testigo de referencia rindió una declaración ante el Ministerio Público.,La persona acusada cuestionó immediacy and contradiction.
CASE-MX-002,CASE-MX-002-P3 <-> CASE-MX-002-P7,SUPPORTS,False,False,La declaración del testigo es prueba de la negativa del tribunal al amparo.,El testigo de referencia rindió una declaración ante el Ministerio Público.,El tribunal negó el amparo.
CASE-MX-002,CASE-MX-002-P4 <-> CASE-MX-002-P5,COMPATIBLE_WITH,False,False,A describe una circunstancia que puede explicar la elección de B como prueba principal.,El testigo de referencia no compareció personalmente en el juicio.,El tribunal utilizó como prueba principal p3.
CASE-MX-002,CASE-MX-002-P4 <-> CASE-MX-002-P6,COMPATIBLE_WITH,False,False,"La ausencia del testigo no cuestiona la acusación, sino que es una circunstancia que puede afectar la credibilidad de la prueba.",El testigo de referencia no compareció personalmente en el juicio.,La persona acusada cuestionó immediacy and contradiction.
CASE-MX-002,CASE-MX-002-P4 <-> CASE-MX-002-P7,SUPPORTS,False,False,La ausencia del testigo es relevante para la decisión del tribunal.,El testigo de referencia no compareció personalmente en el juicio.,El tribunal negó el amparo.
CASE-MX-002,CASE-MX-002-P5 <-> CASE-MX-002-P6,SUPPORTS,False,True,"La persona acusada cuestionó la prueba principal utilizada por el tribunal, lo que hace más creíble la afirmación del tribunal sobre la prueba principal.",El tribunal utilizó como prueba principal p3.,La persona acusada cuestionó immediacy and contradiction.
CASE-MX-002,CASE-MX-002-P5 <-> CASE-MX-002-P7,SUPPORTS,False,False,La decisión del tribunal (B) respalda la elección de la prueba principal (A).,El tribunal utilizó como prueba principal p3.,El tribunal negó el amparo.
CASE-MX-002,CASE-MX-002-P6 <-> CASE-MX-002-P7,SUPPORTS,False,False,"La defensa cuestionó la inmediacia y contradicción, pero el tribunal negó el amparo, lo que hace más creíble la primera afirmación.",La persona acusada cuestionó immediacy and contradiction.,El tribunal negó el amparo.
CASE-MX-003,CASE-MX-003-P1 <-> CASE-MX-003-P2,SUPPORTS,False,False,"La primera hace más creíble a la segunda, ya que la víctima fue asesinada y luego enterrada en el inmueble.",La víctima fue privada de la vida en el homicidio.,La víctima fue enterrada en el inmueble.
CASE-MX-003,CASE-MX-003-P1 <-> CASE-MX-003-P3,SUPPORTS,False,False,La condena de la persona acusada hace más creíble la afirmación de que la víctima fue privada de la vida en el homicidio.,La víctima fue privada de la vida en el homicidio.,La persona acusada fue condenada por el homicidio doloso calificado.
CASE-MX-003,CASE-MX-003-P1 <-> CASE-MX-003-P4,SUPPORTS,False,False,La condena de la segunda persona acusada es prueba de que la víctima fue privada de la vida en el homicidio.,La víctima fue privada de la vida en el homicidio.,La segunda persona acusada fue condenada por el homicidio doloso calificado.
CASE-MX-003,CASE-MX-003-P1 <-> CASE-MX-003-P5,SUPPORTS,False,False,La ausencia de testigos presenciales hace más creíble la afirmación de que la víctima fue privada de la vida en el homicidio.,La víctima fue privada de la vida en el homicidio.,El caso no contó con testigos presenciales.
CASE-MX-003,CASE-MX-003-P1 <-> CASE-MX-003-P6,SUPPORTS,False,False,La falta de una videograbación cuestiona la credibilidad de la narrativa del homicidio.,La víctima fue privada de la vida en el homicidio.,El caso no contó con una videograbación.
CASE-MX-003,CASE-MX-003-P1 <-> CASE-MX-003-P7,SUPPORTS,False,False,La evidencia pericial mencionada en B hace más creíble la afirmación de privación de vida en el homicidio de la víctima en A.,La víctima fue privada de la vida en el homicidio.,La evidencia pericial fue relevante para el análisis de responsabilidad.
CASE-MX-003,CASE-MX-003-P1 <-> CASE-MX-003-P8,SUPPORTS,False,False,"La decisión del tribunal (B) respalda la narrativa del caso (A), ya que el tribunal desechó el recurso de revisión, lo que sugiere que la narrativa de la víctima (A) es creíble y no fue desafiada por el tribunal.",La víctima fue privada de la vida en el homicidio.,El tribunal desechó el recurso de revisión.
CASE-MX-003,CASE-MX-003-P2 <-> CASE-MX-003-P3,SUPPORTS,False,False,La condena de la persona acusada es prueba de que la víctima fue asesinada.,La víctima fue enterrada en el inmueble.,La persona acusada fue condenada por el homicidio doloso calificado.
CASE-MX-003,CASE-MX-003-P2 <-> CASE-MX-003-P4,SUPPORTS,False,False,La condena de la segunda persona acusada hace más creíble la afirmación de que la víctima fue enterrada en el inmueble.,La víctima fue enterrada en el inmueble.,La segunda persona acusada fue condenada por el homicidio doloso calificado.
CASE-MX-003,CASE-MX-003-P2 <-> CASE-MX-003-P5,SUPPORTS,False,False,La ausencia de testigos presenciales hace más creíble la afirmación de que la víctima fue enterrada en el inmueble.,La víctima fue enterrada en el inmueble.,El caso no contó con testigos presenciales.
CASE-MX-003,CASE-MX-003-P2 <-> CASE-MX-003-P6,SUPPORTS,False,False,"La primera hace más creíble a la segunda, ya que si la víctima fue enterrada en el inmueble, es más probable que se hubiera grabado su entierro.",La víctima fue enterrada en el inmueble.,El caso no contó con una videograbación.
CASE-MX-003,CASE-MX-003-P2 <-> CASE-MX-003-P7,COMPATIBLE_WITH,False,False,"Ambas referencias se refieren a el mismo caso, pero una es una narrativa del evento y la otra es una síntesis de la investigación.",La víctima fue enterrada en el inmueble.,La evidencia pericial fue relevante para el análisis de responsabilidad.
CASE-MX-003,CASE-MX-003-P2 <-> CASE-MX-003-P8,SUPPORTS,False,False,La decisión del tribunal (B) respalda la narrativa de la víctima (A).,La víctima fue enterrada en el inmueble.,El tribunal desechó el recurso de revisión.
CASE-MX-003,CASE-MX-003-P3 <-> CASE-MX-003-P4,CONTRADICTS,True,False,Ambas afirmaciones son contradictorias porque se refieren a dos personas acusadas diferentes en el mismo caso.,La persona acusada fue condenada por el homicidio doloso calificado.,La segunda persona acusada fue condenada por el homicidio doloso calificado.
CASE-MX-003,CASE-MX-003-P3 <-> CASE-MX-003-P5,SUPPORTS,False,True,La condena del homicidio doloso calificado se respalda con la falta de testigos presenciales.,La persona acusada fue condenada por el homicidio doloso calificado.,El caso no contó con testigos presenciales.
CASE-MX-003,CASE-MX-003-P3 <-> CASE-MX-003-P6,SUPPORTS,False,False,"La condena del homicidio doloso calificado se respalda con la falta de una videograbación, que es una prueba que debía haberse presentado en el caso.",La persona acusada fue condenada por el homicidio doloso calificado.,El caso no contó con una videograbación.
CASE-MX-003,CASE-MX-003-P3 <-> CASE-MX-003-P7,SUPPORTS,False,False,La condena del homicidio doloso calificado se basa en la evidencia pericial relevante para el análisis de responsabilidad.,La persona acusada fue condenada por el homicidio doloso calificado.,La evidencia pericial fue relevante para el análisis de responsabilidad.
CASE-MX-003,CASE-MX-003-P3 <-> CASE-MX-003-P8,SUPPORTS,False,False,La condena del homicidio doloso calificado es el resultado del recurso de revisión desechado.,La persona acusada fue condenada por el homicidio doloso calificado.,El tribunal desechó el recurso de revisión.
CASE-MX-003,CASE-MX-003-P4 <-> CASE-MX-003-P5,SUPPORTS,False,False,"La segunda persona acusada fue condenada por el homicidio doloso calificado, lo cual hace más creíble la afirmación de que el caso no contó con testigos presenciales.",La segunda persona acusada fue condenada por el homicidio doloso calificado.,El caso no contó con testigos presenciales.
CASE-MX-003,CASE-MX-003-P4 <-> CASE-MX-003-P6,SUPPORTS,False,False,"La segunda persona acusada fue condenada por el homicidio doloso calificado, lo cual hace más creíble la afirmación de que el caso no contó con una videograbación.",La segunda persona acusada fue condenada por el homicidio doloso calificado.,El caso no contó con una videograbación.
CASE-MX-003,CASE-MX-003-P4 <-> CASE-MX-003-P7,SUPPORTS,False,False,La condena de la segunda persona acusada (A) es evidencia de la relevancia de la evidencia pericial (B) para el análisis de responsabilidad.,La segunda persona acusada fue condenada por el homicidio doloso calificado.,La evidencia pericial fue relevante para el análisis de responsabilidad.
CASE-MX-003,CASE-MX-003-P4 <-> CASE-MX-003-P8,SUPPORTS,False,False,La condena de la segunda persona es consecuencia del recurso de revisión desechado.,La segunda persona acusada fue condenada por el homicidio doloso calificado.,El tribunal desechó el recurso de revisión.
CASE-MX-003,CASE-MX-003-P5 <-> CASE-MX-003-P6,COMPATIBLE_WITH,False,False,Ambas afirmaciones se refieren a la ausencia de pruebas presenciales en el caso.,El caso no contó con testigos presenciales.,El caso no contó con una videograbación.
CASE-MX-003,CASE-MX-003-P5 <-> CASE-MX-003-P7,COMPATIBLE_WITH,False,False,La ausencia de testigos presenciales no contradice la relevancia de la evidencia pericial en el análisis de responsabilidad.,El caso no contó con testigos presenciales.,La evidencia pericial fue relevante para el análisis de responsabilidad.
CASE-MX-003,CASE-MX-003-P5 <-> CASE-MX-003-P8,SUPPORTS,False,False,La ausencia de testigos presenciales respalda la decisión del tribunal de desecher el recurso de revisión.,El caso no contó con testigos presenciales.,El tribunal desechó el recurso de revisión.
CASE-MX-003,CASE-MX-003-P6 <-> CASE-MX-003-P7,INSUFFICIENT_FOR,False,True,La falta de una videograbación no hace más creíble la relevancia de la evidencia pericial.,El caso no contó con una videograbación.,La evidencia pericial fue relevante para el análisis de responsabilidad.
CASE-MX-003,CASE-MX-003-P6 <-> CASE-MX-003-P8,SUPPORTS,False,False,La negación de la videograbación (A) hace más creíble la decisión del tribunal (B).,El caso no contó con una videograbación.,El tribunal desechó el recurso de revisión.
CASE-MX-003,CASE-MX-003-P7 <-> CASE-MX-003-P8,SUPPORTS,False,False,"La evidencia pericial fue relevante para el análisis de responsabilidad, lo que hace más creíble la decisión del tribunal de desechar el recurso de revisión.",La evidencia pericial fue relevante para el análisis de responsabilidad.,El tribunal desechó el recurso de revisión.
CASE-MX-004,CASE-MX-004-P1 <-> CASE-MX-004-P2,SUPPORTS,False,False,La víctima salió del bar acompañada por el adolescente acusado es evidencia de que la víctima fue privada de la vida en el feminicidio.,La víctima salió del bar acompañada por el adolescente acusado.,La víctima fue privada de la vida en el feminicidio.
CASE-MX-004,CASE-MX-004-P1 <-> CASE-MX-004-P3,SUPPORTS,False,False,La víctima salió del bar acompañada por el adolescente acusado es evidencia de que la víctima tuvo el cuerpo expuesto en un lugar público.,La víctima salió del bar acompañada por el adolescente acusado.,La víctima tuvo el cuerpo expuesto en un lugar público.
CASE-MX-004,CASE-MX-004-P1 <-> CASE-MX-004-P4,COMPATIBLE_WITH,False,False,"Ambas ocurren en el mismo caso, pero en momentos distintos y hablan de cosas distintas.",La víctima salió del bar acompañada por el adolescente acusado.,La persona denunciante anónima aportó información para la investigación.
CASE-MX-004,CASE-MX-004-P1 <-> CASE-MX-004-P5,COMPATIBLE_WITH,False,False,"Ambas ocurren en el mismo caso y no se contradicen, sino que pueden proporcionar información adicional sobre el mismo evento.",La víctima salió del bar acompañada por el adolescente acusado.,El equipo pericial realizó análisis criminalísticos y digitales.
CASE-MX-004,CASE-MX-004-P1 <-> CASE-MX-004-P6,SUPPORTS,False,False,"La proposición B es evidencia de la proposición A, ya que establece que el adolescente causó personalmente todas las lesiones a la víctima, lo cual se menciona en la proposición A.",La víctima salió del bar acompañada por el adolescente acusado.,El adolescente acusado causó personalmente todas las lesiones a la víctima [estado: not_required_for_coauthorship].
CASE-MX-004,CASE-MX-004-P1 <-> CASE-MX-004-P7,SUPPORTS,False,False,"La proposición A hace más creíble a la proposición B al indicar que la víctima salió del bar acompañada por el adolescente acusado, lo que sugiere una relación de proximidad y posibilidad de que el adolescente haya participado en el feminicidio.",La víctima salió del bar acompañada por el adolescente acusado.,El adolescente acusado contribuyó a el feminicidio.
CASE-MX-004,CASE-MX-004-P1 <-> CASE-MX-004-P8,SUPPORTS,False,False,"La primera es parte de la narrativa de la investigación, mientras que la segunda es el resultado de esa investigación.",La víctima salió del bar acompañada por el adolescente acusado.,El tribunal negó el amparo.
CASE-MX-004,CASE-MX-004-P2 <-> CASE-MX-004-P3,COMPATIBLE_WITH,False,False,"Ambas afirmaciones se refieren a aspectos distintos del mismo caso, pero no contradicen entre sí.",La víctima fue privada de la vida en el feminicidio.,La víctima tuvo el cuerpo expuesto en un lugar público.
CASE-MX-004,CASE-MX-004-P2 <-> CASE-MX-004-P4,COMPATIBLE_WITH,False,True,"Ambas son hechos del mismo caso, pero no se relacionan directamente, ya que la víctima fue privada de la vida en el feminicidio y la persona denunciante aportó información para la investigación, que puede ser relevante para la investigación pero no necesariamente para la condena del caso.",La víctima fue privada de la vida en el feminicidio.,La persona denunciante anónima aportó información para la investigación.
CASE-MX-004,CASE-MX-004-P2 <-> CASE-MX-004-P5,SUPPORTS,False,False,"La experte evidence B es prueba de la víctima privada de la vida en el feminicidio, según la judicially_proven_fact A.",La víctima fue privada de la vida en el feminicidio.,El equipo pericial realizó análisis criminalísticos y digitales.
CASE-MX-004,CASE-MX-004-P2 <-> CASE-MX-004-P6,SUPPORTS,False,False,"La proposición B es una prueba de la proposición A, ya que el adolescente causó personalmente todas las lesiones a la víctima, lo que respalda la afirmación de que la víctima fue privada de la vida en el feminicidio.",La víctima fue privada de la vida en el feminicidio.,El adolescente acusado causó personalmente todas las lesiones a la víctima [estado: not_required_for_coauthorship].
CASE-MX-004,CASE-MX-004-P2 <-> CASE-MX-004-P7,SUPPORTS,False,False,"La proposición B hace más creíble a la proposición A, ya que el hecho de que el adolescente acusado contribuyó al feminicidio es una explicación más detallada y específica de la víctima que fue privada de la vida.",La víctima fue privada de la vida en el feminicidio.,El adolescente acusado contribuyó a el feminicidio.
CASE-MX-004,CASE-MX-004-P2 <-> CASE-MX-004-P8,SUPPORTS,False,False,La sentencia del tribunal (B) respalda la conclusión del feminicidio (A).,La víctima fue privada de la vida en el feminicidio.,El tribunal negó el amparo.
CASE-MX-004,CASE-MX-004-P3 <-> CASE-MX-004-P4,COMPATIBLE_WITH,False,False,"Ambas ocurren en el mismo caso, pero en momentos distintos.",La víctima tuvo el cuerpo expuesto en un lugar público.,La persona denunciante anónima aportó información para la investigación.
CASE-MX-004,CASE-MX-004-P3 <-> CASE-MX-004-P5,SUPPORTS,False,False,"La experte evidence B es prueba de la víctima A, ya que el equipo pericial realizó análisis criminalísticos y digitales que respaldan la existencia del cuerpo expuesto en un lugar público.",La víctima tuvo el cuerpo expuesto en un lugar público.,El equipo pericial realizó análisis criminalísticos y digitales.
CASE-MX-004,CASE-MX-004-P3 <-> CASE-MX-004-P6,SUPPORTS,False,False,"La proposición B es evidencia de la proposición A, ya que el hecho de que el adolescente causó personalmente todas las lesiones a la víctima se basa en el hecho de que la víctima tuvo el cuerpo expuesto en un lugar público.",La víctima tuvo el cuerpo expuesto en un lugar público.,El adolescente acusado causó personalmente todas las lesiones a la víctima [estado: not_required_for_coauthorship].
CASE-MX-004,CASE-MX-004-P3 <-> CASE-MX-004-P7,SUPPORTS,False,False,La víctima tuvo el cuerpo expuesto en un lugar público es evidencia de que el adolescente acusado contribuyó al feminicidio.,La víctima tuvo el cuerpo expuesto en un lugar público.,El adolescente acusado contribuyó a el feminicidio.
CASE-MX-004,CASE-MX-004-P3 <-> CASE-MX-004-P8,SUPPORTS,False,False,La negación del amparo por el tribunal hace más creíble la víctima tuvo el cuerpo expuesto en un lugar público.,La víctima tuvo el cuerpo expuesto en un lugar público.,El tribunal negó el amparo.
CASE-MX-004,CASE-MX-004-P4 <-> CASE-MX-004-P5,COMPATIBLE_WITH,False,False,"Ambas se refieren a la investigación del caso, pero no se relacionan directamente entre sí.",La persona denunciante anónima aportó información para la investigación.,El equipo pericial realizó análisis criminalísticos y digitales.
CASE-MX-004,CASE-MX-004-P4 <-> CASE-MX-004-P6,COMPATIBLE_WITH,False,False,"Ambas referencias a un caso de investigación y acusación, pero no se relacionan directamente ni contradicen entre sí.",La persona denunciante anónima aportó información para la investigación.,El adolescente acusado causó personalmente todas las lesiones a la víctima [estado: not_required_for_coauthorship].
CASE-MX-004,CASE-MX-004-P4 <-> CASE-MX-004-P7,SUPPORTS,False,False,La información del testigo denunciante respalda la conclusión del tribunal sobre la participación del adolescente en el feminicidio.,La persona denunciante anónima aportó información para la investigación.,El adolescente acusado contribuyó a el feminicidio.
CASE-MX-004,CASE-MX-004-P4 <-> CASE-MX-004-P8,SUPPORTS,False,False,La información del testigo denunciante respalda la decisión del tribunal.,La persona denunciante anónima aportó información para la investigación.,El tribunal negó el amparo.
CASE-MX-004,CASE-MX-004-P5 <-> CASE-MX-004-P6,SUPPORTS,False,False,"La proposición A es evidencia de la proposición B, ya que el equipo pericial realizó análisis criminalísticos y digitales que respaldan la afirmación del adolescente acusado causó personalmente todas las lesiones a la víctima.",El equipo pericial realizó análisis criminalísticos y digitales.,El adolescente acusado causó personalmente todas las lesiones a la víctima [estado: not_required_for_coauthorship].
